,name,place_id,types,tel,location,Lat,Lng,vicinity,Village,District,City,rating,user_ratings_total,reviews_num,senti_score
3955,港墘公園,ChIJoxDfDWSsQjQRtEx1z9Bj9tA,"('park', 'tourist_attraction')",+886 2 2861 6361 ,"[25.0808639, 121.57633329999999]",25.0808639,121.57633329999999,內湖區內湖路一段667巷9之1號,港都里,內湖區,臺北市,4.0,142.0,142.0,0.597
3956,畚箕湖公園,ChIJXQ5szmqsQjQR7-bhBzBtzDY,"('park',)",+886 2 2381 5132 ,"[25.0892376, 121.559918]",25.0892376,121.559918,內湖區文湖街21巷84號,西康里,內湖區,臺北市,3.4,19.0,19.0,0.465
3957,紫陽公園,ChIJtzNbAYmsQjQRmTTta8AtdvU,"('park', 'tourist_attraction')",+886 2 2381 5132 ,"[25.0771361, 121.58590290000001]",25.0771361,121.58590290000001,內湖區陽光街55號,紫陽里,內湖區,臺北市,4.1,326.0,330.0,0.594
3958,觀山河濱公園,ChIJA6oIR4-rQjQRBTQ7M0g_hmY,"('park', 'tourist_attraction')",,"[25.067695, 121.5698]",25.067695,121.5698,松山區,莊敬里,松山區,臺北市,4.3,1734.0,1740.0,0.525
3959,康湖二號公園,ChIJ4fSgKbysQjQRxemtKWqq7d0,"('park', 'tourist_attraction')",+886 2 2861 6361 ,"[25.0740538, 121.60879979999999]",25.0740538,121.60879979999999,內湖區成功路五段450巷21弄23號,金湖里,內湖區,臺北市,3.9,122.0,122.0,0.639
3960,國防醫學院八卦園,ChIJBxsSm5qsQjQRYrmvrKLDBGo,"('park',)",,"[25.071489, 121.59618629999999]",25.071489,121.59618629999999,內湖區民權東路六段161號號,寶湖里,內湖區,臺北市,4.6,5.0,,
3961,康樂綠地,ChIJeUvHN7asQjQRhMNWZrYCaqs,"('park', 'tourist_attraction')",+886 932 001 952 ,"[25.0754035, 121.6206524]",25.0754035,121.6206524,內湖區康樂街191巷16號,內溝里,內湖區,臺北市,4.0,301.0,302.0,0.539
3962,安湖公園,ChIJHQ_9v7msQjQR1KPFIh9QSQA,"('park',)",+886 2 2861 6361 ,"[25.07404529999999, 121.61536459999999]",25.07404529999999,121.61536459999999,內湖區康寧路三段75巷270號號,康寧里,內湖區,臺北市,3.5,32.0,32.0,0.48
3963,東湖四號公園,ChIJyZcllLCsQjQREVzrcYk9ME0,"('park', 'tourist_attraction')",+886 2 2658 6601 ,"[25.0705067, 121.618055]",25.0705067,121.618055,內湖區東湖里,東湖里,內湖區,臺北市,3.8,269.0,271.0,0.511
3964,南湖1號公園,ChIJPSJ2p7ysQjQRKXG7fiWVaPE,"('park',)",+886 2 2381 5132 ,"[25.0691908, 121.611134]",25.0691908,121.611134,內湖區康寧路三段180巷20號,南湖里,內湖區,臺北市,3.8,4.0,4.0,0.106
3965,康寧公園,ChIJqY4CyrysQjQRq5A3sTDIc3E,"('park', 'tourist_attraction')",,"[25.069020000000002, 121.60973]",25.069020000000002,121.60973,內湖區民權東路六段296巷,南湖里,內湖區,臺北市,3.9,302.0,303.0,0.601
3966,新北市政府汐止區北山市民活動中心,ChIJsQ2tq7OsQjQRcUFnZRiIZ0w,"('park',)",+886 2 2641 1111#179 ,"[25.068105199999998, 121.6250869]",25.068105199999998,121.6250869,汐止區明峰街298巷1-2號,北山里,汐止區,新北市,3.7,20.0,20.0,0.41100000000000003
3967,東湖二號公園,ChIJ5XyEq76sQjQRLg9S6tKOtpc,"('park', 'tourist_attraction')",+886 2 2658 6601 ,"[25.073781, 121.610853]",25.073781,121.610853,內湖區康寧路三段99巷39弄19-1號,康寧里,內湖區,臺北市,4.0,346.0,346.0,0.5920000000000001
3968,貓頭鷹廣場,ChIJI1ui3TVTXTQRPhLq3D-RM1I,"('park',)",,"[25.0750897, 121.6335104]",25.0750897,121.6335104,汐止區湖前街110巷97弄9號,湖蓮里,汐止區,新北市,,,,
3969,大公雞公園,ChIJtZe4ZjdTXTQRHbkO_gC3d6E,"('park', 'tourist_attraction')",,"[25.076029000000002, 121.639301]",25.076029000000002,121.639301,"汐止區台5甲線7""N號25°04'33. 121°38'21.",湖光里,汐止區,新北市,4.1,101.0,101.0,0.578
3970,五分埤生態濕地,ChIJpZd_27WsQjQRtDlA_2YnuQ0,"('park',)",,"[25.074461399999997, 121.623145]",25.074461399999997,121.623145,內湖區康樂街186巷1弄11號20123,內溝里,內湖區,臺北市,4.4,356.0,357.0,0.649
3971,七星生態花園,ChIJYWGyRbasQjQRAH2URHF-G_Q,"('tourist_attraction', 'park')",+886 2 2634 5514 ,"[25.0749424, 121.6206319]",25.0749424,121.6206319,內湖區康樂街191巷16號,內溝里,內湖區,臺北市,4.4,159.0,159.0,0.48
3972,內湖親山步道,ChIJg9aFG7esQjQRZiOSFNUQZq8,"('tourist_attraction', 'park')",,"[25.0735056, 121.619373]",25.0735056,121.619373,內湖區Unnamed Road,內溝里,內湖區,臺北市,4.0,4.0,4.0,0.013000000000000001
3973,原住民運動公園,ChIJu4knjkdTXTQRSFNpnvkotxA,"('park',)",,"[25.0710932, 121.6416271]",25.0710932,121.6416271,汐止區樟樹二路344號,山光里,汐止區,新北市,3.8,180.0,180.0,0.42100000000000004
3974,明湖清境管理委員會,ChIJTdAAhUlTXTQR3VoFPJaUfXo,"('park',)",+886 925 159 797 ,"[25.07129239999999, 121.6345578]",25.07129239999999,121.6345578,"號, No. 21, 明峰街, 汐止區",湖光里,汐止區,新北市,4.6,8.0,8.0,0.6459999999999999
3975,城市公園,ChIJo5mmvUdTXTQRxewCPDGnDFo,"('park',)",,"[25.070313, 121.641659]",25.070313,121.641659,汐止區樟樹二路332號,厚德里,汐止區,新北市,,,,
3976,水尾灣園區,ChIJ25JqpD9TXTQRul62_t4GJYc,"('tourist_attraction', 'park')",+886 2 2641 1111 ,"[25.0718097, 121.64872520000002]",25.0718097,121.64872520000002,汐止區,江北里,汐止區,新北市,4.1,122.0,122.0,0.505
3977,康福公園,ChIJKcpa3EhTXTQRemIGLG7S1bk,"('park',)",+886 2 2641 1111 ,"[25.068576800000002, 121.63735790000001]",25.068576800000002,121.63735790000001,汐止區福德一路86巷,康福里,汐止區,新北市,3.9,45.0,45.0,0.35
3978,智慧裏水尾灣遊憩花園,ChIJB0be8UBTXTQRACQFxhBxp1U,"('park',)",,"[25.0686028, 121.6475751]",25.0686028,121.6475751,汐止區汐止基隆河自行車道,厚德里,汐止區,新北市,3.9,37.0,37.0,0.542
3979,自然生態園區,ChIJH4zkSRJTXTQReWCWxAO8L0Q,"('park',)",,"[25.069760199999997, 121.65930379999999]",25.069760199999997,121.65930379999999,新北市汐止區,義民里,汐止區,新北市,3.7,10.0,10.0,0.561
3980,汐止星光公園,ChIJqZUoyBFTXTQRNcBGafNzXhw,"('park', 'tourist_attraction')",+886 2 2641 1111 ,"[25.0770037, 121.66236599999999]",25.0770037,121.66236599999999,汐止區建成路178巷8-12號,建成里,汐止區,新北市,4.2,219.0,220.0,0.619
3981,世貿國家公園,ChIJl1U04BNTXTQRLElwYuAFzKY,"('park',)",,"[25.073089000000003, 121.65808799999999]",25.073089000000003,121.65808799999999,汐止區長江街99號,江北里,汐止區,新北市,,,,
3982,建成景觀園區,ChIJ0bHkkxFTXTQReGYhgr-q970,"('park',)",,"[25.073475, 121.660775]",25.073475,121.660775,新北市汐止區,城中里,汐止區,新北市,,,,
3983,茄苳腳鐵路遺跡公園,ChIJDeaUwQ1TXTQRyU-2BKp9Dbo,"('tourist_attraction', 'park')",+886 4 2229 5848 ,"[25.070671899999997, 121.6643486]",25.070671899999997,121.6643486,汐止區大同路二段607號,仁德里,汐止區,新北市,3.5,76.0,76.0,0.423
3984,里仁花園,ChIJTZJ7HqpTXTQRpwwRNI8AK8A,"('park',)",,"[25.079888, 121.67503500000001]",25.079888,121.67503500000001,汐止區保一街93號,保長里,汐止區,新北市,,,,
3985,早安東方連彩,ChIJ06mP8w1TXTQRsALX2-aErlE,"('park',)",,"[25.07090699999999, 121.662922]",25.07090699999999,121.662922,汐止區和平街32號,仁德里,汐止區,新北市,4.0,1.0,1.0,
3986,下坡山東峯,ChIJQa_eoX9TXTQRBOOd2zdia8U,"('park',)",,"[25.08993899999999, 121.68354699999999]",25.08993899999999,121.68354699999999,七堵區,友一里,七堵區,基隆市,2.0,1.0,1.0,0.0
3987,小公園,ChIJ3-H4bQxTXTQRIKnQ0pdR0QI,"('park',)",,"[25.0693008, 121.6675108]",25.0693008,121.6675108,汐止區茄苳路120巷,崇德里,汐止區,新北市,2.9,13.0,13.0,0.64
3988,保長公園,ChIJ-Y2E_alTXTQREkOcEiYzew0,"('park', 'premise')",,"[25.0795713, 121.67402620000001]",25.0795713,121.67402620000001,221新北市汐止區,保長里,汐止區,新北市,,,,
3989,新昌公園,ChIJ145EYg1TXTQRUJC_-FOvgjM,"('park', 'premise')",,"[25.0686505, 121.6627993]",25.0686505,121.6627993,221新北市汐止區南昌街,新昌里,汐止區,新北市,,,,
3990,汐止公園,ChIJUz_iMxNTXTQR4xhFGO_867I,"('park', 'premise')",,"[25.068068399999998, 121.6586112]",25.068068399999998,121.6586112,221台灣新北市汐止區公園路,禮門里,汐止區,新北市,,,,
3991,羊妹妹養殖場,ChIJu6WFOOuoQjQR2DhRTgSLaFA,"('park',)",,"[25.066096899999998, 121.47008909999998]",25.066096899999998,121.47008909999998,三重區,大有里,三重區,新北市,4.4,408.0,409.0,0.615
3992,頂尖奈米科技股份有限公司,ChIJETif9JyoQjQRomN2G3ECxpo,"('park',)",+886 2 2290 1068 ,"[25.0656592, 121.4487725]",25.0656592,121.4487725,五股區五權路11號,興珍里,五股區,新北市,4.5,6.0,6.0,0.632
3993,疏洪追風公園,ChIJ9cyhWZaoQjQR-aXFn6UTjVM,"('park', 'tourist_attraction')",,"[25.072782, 121.460774]",25.072782,121.460774,五股區,更寮里,五股區,新北市,4.2,2192.0,2192.0,0.528
3994,長安公園,ChIJmV3NP7qoQjQRKbMgRohtxxY,"('park',)",,"[25.081145899999996, 121.4618728]",25.081145899999996,121.4618728,"號, No. 100, 長安街, 蘆洲區",忠義里,蘆洲區,新北市,3.6,9.0,9.0,0.44299999999999995
3995,臺北大公園,ChIJpWk3EreoQjQRoZ18kLx4l9c,"('park',)",,"[25.0832168, 121.46476229999999]",25.0832168,121.46476229999999,蘆洲區光華路186巷25號,光明里,蘆洲區,新北市,5.0,1.0,1.0,
3996,疏洪蘆堤公園,ChIJ53eiXq-oQjQRR6rjWBuWL8g,"('park', 'tourist_attraction')",,"[25.084392899999997, 121.4531615]",25.084392899999997,121.4531615,Taiwan,更寮里,五股區,新北市,4.3,4262.0,,
3997,中路兒童公園,ChIJRdM94LeoQjQRKntIVRtS-pU,"('park',)",,"[25.082004, 121.468405]",25.082004,121.468405,蘆洲區光華路73巷26號,中華里,蘆洲區,新北市,3.8,52.0,52.0,0.527
3998,大歐園公園區,ChIJpZqFnrioQjQR2Xfnb_mccW4,"('park',)",,"[25.077117, 121.46826100000001]",25.077117,121.46826100000001,蘆洲區中山二路300巷8號,永安里,蘆洲區,新北市,,,,
3999,新北市政府三重區福田市民活動中心,ChIJiRnwqsKoQjQREQnQlD-nTkI,"('park',)",+886 2 2986 2345#147 ,"[25.0676093, 121.47975859999998]",25.0676093,121.47975859999998,三重區三民街256號,福田里,三重區,新北市,3.8,61.0,61.0,0.478
4000,二重疏洪親水公園,ChIJ-XcufOyoQjQRY3FL7TCXukg,"('park', 'tourist_attraction')",+886 2 8969 9596 ,"[25.066411, 121.468235]",25.066411,121.468235,三重區疏洪十二路,大有里,三重區,新北市,4.3,3157.0,3162.0,0.596
4001,新北市政府三重區六合市民活動中心,ChIJi_x74d6oQjQRuhcKK0fhYTA,"('park',)",,"[25.0691615, 121.48826059999999]",25.0691615,121.48826059999999,三重區自強路二段50巷22號,六合里,三重區,新北市,3.9,9.0,,
4002,新北市政府三重區大同市民活動中心,ChIJcQNrjd-oQjQRQgS1aoy8UfM,"('park',)",+886 2 2986 2345#147 ,"[25.0661858, 121.49082949999999]",25.0661858,121.49082949999999,三重區大同北路186號,民生里,三重區,新北市,4.4,9.0,9.0,0.068
4003,新北市政府三重區正義市民活動中心,ChIJhwGO-SOpQjQRQjxsUt5f1qM,"('park',)",+886 2 2981 7284 ,"[25.06839159999999, 121.49761000000001]",25.06839159999999,121.49761000000001,"號, No. 1, 雙園街, 三重區",雙園里,三重區,新北市,3.6,40.0,40.0,0.278
4004,花博公園圓山園區,ChIJsQbu8U6pQjQRcRFVHKrhSfE,"('park',)",,"[25.0716662, 121.5221636]",25.0716662,121.5221636,中山區玉門街1號,圓山里,中山區,臺北市,4.3,11922.0,,
4005,花博公園美術園區,ChIJL00dCU6pQjQRi7H_av6xz8Q,"('tourist_attraction', 'park')",+886 2 2182 8886 ,"[25.0705092, 121.52490039999999]",25.0705092,121.52490039999999,中山區中山北路三段181號,圓山里,中山區,臺北市,4.3,4622.0,4628.0,0.616
4006,樹德公園,ChIJX_UGqEepQjQRfBuyLOyPzqo,"('park', 'tourist_attraction')",,"[25.0668926, 121.516304]",25.0668926,121.516304,大同區大龍街129號,斯文里,大同區,臺北市,3.8,777.0,,
4007,迪化休閒運動公園,ChIJ1ewFkzapQjQRB6Y9dXYTK3k,"('park', 'tourist_attraction')",+886 2 2597 3183#863 ,"[25.0743921, 121.5102264]",25.0743921,121.5102264,大同區延平北路四段,敦煌里,大同區,臺北市,4.1,1288.0,1289.0,0.522
4008,海光公園,ChIJscp5ssyuQjQR94VdA7veIgY,"('park',)",,"[25.082338, 121.507726]",25.082338,121.507726,士林區,葫蘆里,士林區,臺北市,4.0,400.0,,
4009,大同251號綠地,ChIJn3oHKQWpQjQRH9BEjV7qnts,"('park', 'tourist_attraction')",+886 2 2307 1429 ,"[25.0766893, 121.50982479999999]",25.0766893,121.50982479999999,大同區環河南北快速道路,敦煌里,大同區,臺北市,4.0,8.0,8.0,0.34700000000000003
4010,花博公園新生園區,ChIJG-cQ0lapQjQRYL6sDWLWwos,"('tourist_attraction', 'park')",+886 2 2585 0192 ,"[25.0708333, 121.5313889]",25.0708333,121.5313889,中山區新生北路三段105號,新莊里,中山區,臺北市,4.2,7873.0,7885.0,0.693
4011,撫順公園,ChIJUV5OW0SpQjQREzQ6RViVKQg,"('park', 'tourist_attraction')",+886 2 2585 0192 ,"[25.0644457, 121.5220051]",25.0644457,121.5220051,中山區中山北路三段,集英里,中山區,臺北市,3.8,206.0,206.0,0.397
4012,晴光公園,ChIJg24vwkSpQjQRFoUQE1UEteI,"('park', 'tourist_attraction')",,"[25.063935100000002, 121.52417920000002]",25.063935100000002,121.52417920000002,中山區雙城街10號之1號,恆安里,中山區,臺北市,4.1,486.0,,
4013,臺北典藏植物園,ChIJDRuCAVSpQjQRYURPKNjBbQI,"('tourist_attraction', 'park')",+886 2 2585 2955 ,"[25.071367000000002, 121.53161999999999]",25.071367000000002,121.53161999999999,中山區濱江街16號,新莊里,中山區,臺北市,4.4,864.0,866.0,0.608
4014,臺北玫瑰園,ChIJ5X1aDFGpQjQROYTjlSR0GAQ,"('tourist_attraction', 'park')",,"[25.0701761, 121.52879109999998]",25.0701761,121.52879109999998,中山區新生北路三段105號,新莊里,中山區,臺北市,4.4,2306.0,,
4015,德惠公園,ChIJ96K_NlepQjQRDmylNPT4JeM,"('park', 'tourist_attraction')",,"[25.0674458, 121.5317535]",25.0674458,121.5317535,中山區,新喜里,中山區,臺北市,3.9,106.0,,
4016,榮星花園（防災公園）,ChIJ293KxeKrQjQRewbnsVtdLBg,"('tourist_attraction', 'park')",,"[25.0634668, 121.5391412]",25.0634668,121.5391412,中山區民權東路三段1號,行仁里,中山區,臺北市,4.3,7388.0,7408.0,0.6409999999999999
4017,農安公園,ChIJ38fei1epQjQRiy3HQmyVOnc,"('park', 'tourist_attraction')",,"[25.065279999999998, 121.53523500000001]",25.065279999999998,121.53523500000001,中山區農安街227巷3弄34-1號,行政里,中山區,臺北市,3.8,189.0,190.0,0.5710000000000001
4018,榮星花園兒童遊戲區,ChIJQblSyOKrQjQREDb2wwbzWTM,"('park',)",,"[25.063763899999998, 121.53856529999999]",25.063763899999998,121.53856529999999,中山區民權東路三段1號,民福里,中山區,臺北市,4.5,249.0,,
4019,迎風狗運動公園,ChIJk_nqJ3SsQjQRuChtjWLbpbk,"('park', 'tourist_attraction')",+886 2 8789 7158 ,"[25.071923, 121.56546200000001]",25.071923,121.56546200000001,松山區,莊敬里,松山區,臺北市,4.3,2627.0,2632.0,0.5820000000000001
4020,觀山河社區,ChIJcaeJBpytQjQRcDbB5wDGPc0,"('park',)",,"[25.0802293, 121.5510926]",25.0802293,121.5510926,中山區明水路581巷13弄11號,永安里,中山區,臺北市,4.7,3.0,3.0,0.035
4021,永直公園,ChIJ7dOJyA-sQjQRpX3Tfm-xXVw,"('park',)",,"[25.0813889, 121.55055559999998]",25.0813889,121.55055559999998,中山區,成功里,中山區,臺北市,4.3,415.0,,
4022,戀戀大直,ChIJHUi1-QWsQjQRPEcBT8bNqUc,"('park',)",,"[25.078474, 121.54823700000001]",25.078474,121.54823700000001,中山區明水路397巷19弄10號,永安里,中山區,臺北市,5.0,1.0,1.0,0.752
4023,直安公園,ChIJPThTZQWsQjQRIdcr6UtZZN4,"('park', 'tourist_attraction')",,"[25.081191699999998, 121.5478547]",25.081191699999998,121.5478547,中山區北安路573巷,大直里,中山區,臺北市,4.0,97.0,97.0,0.636
4024,內湖極限運動公園,ChIJFe0FYXisQjQR3MSEY7vC8pk,"('park', 'tourist_attraction')",+886 2 8791 9494 ,"[25.067763, 121.57384099999999]",25.067763,121.57384099999999,內湖區舊宗路二段2號,湖元里,內湖區,臺北市,4.2,1670.0,1670.0,0.45299999999999996
4025,瑞光公園,ChIJz_qWo36sQjQR-akz5WT41kE,"('park', 'tourist_attraction')",,"[25.0704133, 121.5781027]",25.0704133,121.5781027,內湖區,湖元里,內湖區,臺北市,4.4,426.0,427.0,0.654
4026,國防醫學院醫澤園,ChIJnQ1XhpqsQjQRF0_wt7YMc_c,"('park',)",+886 2 8792 3100 ,"[25.0712566, 121.5967139]",25.0712566,121.5967139,內湖區民權東路六段161號,寶湖里,內湖區,臺北市,4.6,58.0,58.0,0.445
4027,下灣公園,ChIJd-BAnoOsQjQR5FgAT95GbIs,"('park', 'tourist_attraction')",+886 2 2861 6361 ,"[25.0662612, 121.59239029999999]",25.0662612,121.59239029999999,內湖區成功路二段,寶湖里,內湖區,臺北市,4.1,124.0,124.0,0.586
4028,南湖左岸河濱公園,ChIJeZTXTaCsQjQRgKkoVzmFVqQ,"('park', 'tourist_attraction')",+886 2 2712 6390 ,"[25.063287600000002, 121.6164683]",25.063287600000002,121.6164683,南港區,三重里,南港區,臺北市,4.1,766.0,768.0,0.568
4029,五分公園,ChIJpTR1M6WsQjQRAtxY--dVgic,"('park', 'tourist_attraction')",+886 2 2381 5132 ,"[25.067281, 121.615029]",25.067281,121.615029,內湖區,五分里,內湖區,臺北市,3.6,311.0,319.0,0.43799999999999994
4030,安康公園,ChIJBxQ2uaSsQjQRnfORXyZKylQ,"('park',)",+886 2 2658 6601 ,"[25.0670473, 121.6124669]",25.0670473,121.6124669,內湖區康寧路三段220號,五分里,內湖區,臺北市,3.9,95.0,95.0,0.46299999999999997
4031,新北市政府汐止區復興市民活動中心,ChIJ7SvAkmtTXTQRniwnQRQU1qQ,"('park',)",+886 2 2641 1111#179 ,"[25.0644579, 121.65601699999999]",25.0644579,121.65601699999999,汐止區復興路1-1號,復興里,汐止區,新北市,4.0,40.0,40.0,0.494
4032,汐止區綜合運動場(防災公園),ChIJlR7WymxTXTQRMPXNqjl_i0Q,"('park', 'tourist_attraction')",+886 2 2649 9039 ,"[25.0654186, 121.6586112]",25.0654186,121.6586112,汐止區忠孝東路9號,秀峯里,汐止區,新北市,4.3,1878.0,1881.0,0.5770000000000001
4033,北峯公園,ChIJ2zMxq7SsQjQRLWEbg-BcvqY,"('park',)",,"[25.0699134, 121.6282137]",25.0699134,121.6282137,汐止區明峰街188號,北峯里,汐止區,新北市,3.6,132.0,132.0,0.47200000000000003
4034,張念琋創研室,ChIJ37zn-XJTXTQRoUzd56035Uk,"('park',)",+886 929 800 419 ,"[25.063899, 121.664707]",25.063899,121.664707,汐止區仁愛路152巷29號,福安里,汐止區,新北市,3.8,4.0,4.0,0.816
4035,0,ChIJB9r-vVBTXTQRQvIm-MWDTwM,"('park',)",,"[25.067023000000002, 121.659079]",25.067023000000002,121.659079,汐止區大同路二段430號,禮門里,汐止區,新北市,5.0,600.0,600.0,0.389
4036,復興公園,ChIJbWQn8GtTXTQRCG7SesR0Iy0,"('park',)",,"[25.0639634, 121.6560906]",25.0639634,121.6560906,汐止區連興街23號,復興里,汐止區,新北市,3.8,107.0,107.0,0.557
4037,疏洪中央公園,ChIJu-UHAZWoQjQR6diavhc37XA,"('park',)",,"[25.068042000000002, 121.46456950000001]",25.068042000000002,121.46456950000001,五股區疏洪一路,興珍里,五股區,新北市,4.1,46.0,46.0,0.441
4038,RC Racetrack,ChIJd9E8f5WoQjQRmlOuDaQ-Da8,"('park',)",,"[25.0699842, 121.4654862]",25.0699842,121.4654862,五股區六號越堤道,興珍里,五股區,新北市,4.5,4.0,4.0,0.01
4039,興化公園,ChIJaUWmEZGoQjQRsL0PeYtfJnc,"('park', 'tourist_attraction')",+886 2 2992 9891#401 ,"[25.065033, 121.46099699999999]",25.065033,121.46099699999999,新莊區新知一路,福基里,新莊區,新北市,4.1,480.0,481.0,0.515
4040,五股更寮體健場,ChIJlafxR5WoQjQRWpjk_JKNjLk,"('park',)",+886 919 562 091 ,"[25.069027300000002, 121.4676973]",25.069027300000002,121.4676973,五股區二重疏洪道,興珍里,五股區,新北市,4.7,3.0,3.0,0.845
4041,化成彩繪牆,ChIJAymdtZOoQjQRpMR7IZ0TXIM,"('park',)",,"[25.063351100000002, 121.4642325]",25.063351100000002,121.4642325,新莊區化成路507巷,福興里,新莊區,新北市,3.9,22.0,22.0,0.7020000000000001
4042,三重極限籃球場,ChIJufRULuuoQjQRY5Bp5NhgO9U,"('park',)",,"[25.0668512, 121.46899579999999]",25.0668512,121.46899579999999,板橋區,溪頭里,板橋區,新北市,4.2,31.0,31.0,0.444
4043,鴨母港溝,ChIJsTr8prioQjQRxHQSJ62mmsk,"('park',)",,"[25.076346, 121.46827759999998]",25.076346,121.46827759999998,蘆洲區,溪底里,萬裏區,新北市,3.5,17.0,17.0,0.337
4044,昌平公園,ChIJcXP2ao-oQjQRbF3WCm36QFU,"('park', 'tourist_attraction')",,"[25.058039100000002, 121.45830049999999]",25.058039100000002,121.45830049999999,新莊區中央路,昌平里,新莊區,新北市,3.9,263.0,263.0,0.623
4045,愛鳥公園,ChIJIbY0RZ2pQjQRy31w7wWg94M,"('park',)",,"[25.0612178, 121.4508875]",25.0612178,121.4508875,新莊區五工六路,中原里,新莊區,新北市,4.0,1.0,1.0,0.284
4046,土地公,ChIJlzE6goOoQjQRyeHIPB5COfs,"('park',)",,"[25.060864600000002, 121.45090990000001]",25.060864600000002,121.45090990000001,"號, No. 11, 五工六路, 五股區",中隆里,五股區,新北市,4.1,23.0,23.0,0.624
4047,副都心公園,ChIJI1PURY-oQjQRb4A7hSlPIFQ,"('park', 'tourist_attraction')",,"[25.057470300000002, 121.4581044]",25.057470300000002,121.4581044,新莊區福壽街,昌平里,新莊區,新北市,4.1,39.0,39.0,0.523
4048,幸福水漾公園,ChIJze3EqPqoQjQRsXGttCDgFv8,"('park',)",,"[25.06062129999999, 121.478581]",25.06062129999999,121.478581,三重區疏洪一路,二重里,三重區,新北市,4.4,11829.0,11846.0,0.6579999999999999
4049,新北大都會公園,ChIJBSoVxvqoQjQRZM2dMn6EITg,"('tourist_attraction', 'park')",,"[25.055464, 121.4807459]",25.055464,121.4807459,三重區疏洪東路一段,重明里,三重區,新北市,4.5,8480.0,,
4050,新北大都會公園三重園區親水廣場,ChIJq_HFCiOpQjQROHlbm2B7yMA,"('park',)",,"[25.0549068, 121.47998899999999]",25.0549068,121.47998899999999,三重區疏洪五路二段2791號,谷王里,三重區,新北市,4.4,681.0,683.0,0.602
4051,過圳公園,ChIJqySNf-GoQjQRIvEdsNZQHMg,"('park',)",+886 2 2986 2345 ,"[25.060232, 121.48843000000001]",25.060232,121.48843000000001,三重區過圳街19號,過田里,三重區,新北市,3.9,698.0,700.0,0.5720000000000001
4052,新北市政府三重區過圳市民活動中心,ChIJDWjvf-GoQjQRJDHBO11dG2w,"('park',)",+886 2 2986 2345#147 ,"[25.0601954, 121.4884014]",25.0601954,121.4884014,三重區過圳街19號,過田里,三重區,新北市,4.2,37.0,37.0,0.556
4053,忠和公園,ChIJuclaKxSpQjQRbkLM0m7_T9c,"('park', 'tourist_attraction')",+886 2 2585 0192 ,"[25.057969500000002, 121.5087653]",25.057969500000002,121.5087653,大同區,大有里,大同區,臺北市,4.0,55.0,55.0,0.511
4054,大稻埕公園,ChIJlSKXuxWpQjQRKJSKn23XVJQ,"('park', 'tourist_attraction')",,"[25.0586103, 121.5103463]",25.0586103,121.5103463,大同區歸綏街243號,大有里,大同區,臺北市,4.0,3567.0,,
4055,大同公園,ChIJ_0q789-oQjQRZ9PR-Bu0ZmI,"('park', 'tourist_attraction')",,"[25.065924399999997, 121.49076770000002]",25.065924399999997,121.49076770000002,三重區,民生里,三重區,新北市,3.5,1282.0,1288.0,0.439
4056,朝陽茶葉公園,ChIJIR2jxhSpQjQReB_VVLqX0jQ,"('park', 'tourist_attraction')",+886 2 2585 0192 ,"[25.0559562, 121.513226]",25.0559562,121.513226,大同區重慶北路二段64巷口號,朝陽里,大同區,臺北市,3.9,809.0,814.0,0.578
4057,民享公園,ChIJcwO-PkKpQjQRp4XXfsdEqFU,"('park', 'tourist_attraction')",+886 2 2503 1369 ,"[25.059364000000002, 121.521009]",25.059364000000002,121.521009,中山區,集英里,中山區,臺北市,4.1,1487.0,1489.0,0.618
4058,永盛公園,ChIJZbez0UKpQjQR5JWWksbZVVk,"('park', 'tourist_attraction')",,"[25.058936, 121.525062]",25.058936,121.525062,中山區,聚盛里,中山區,臺北市,3.9,811.0,,
4059,永靜公園,ChIJYf8utEOpQjQRQTNMRfy8u1U,"('park', 'tourist_attraction')",+886 2 2585 0192 ,"[25.061618799999998, 121.5218582]",25.061618799999998,121.5218582,中山區中山北路二段128巷,集英里,中山區,臺北市,4.1,338.0,339.0,0.701
4060,新興公園,ChIJ4W6nWkOpQjQRn6NhIJaBOwk,"('park', 'tourist_attraction')",,"[25.061541300000002, 121.5246858]",25.061541300000002,121.5246858,中山區,聚葉里,中山區,臺北市,4.0,370.0,,
4061,錦州公園,ChIJfUKqelypQjQRWu9QxHrAHf4,"('park', 'tourist_attraction')",,"[25.0605556, 121.52916670000002]",25.0605556,121.52916670000002,中山區中原街,新生里,中山區,臺北市,3.8,536.0,539.0,0.512
4062,中安公園,ChIJx0hmImipQjQRg4dV5yviSPM,"('park', 'tourist_attraction')",,"[25.0564927, 121.5240159]",25.0564927,121.5240159,中山區中山北路二段65巷2弄,中山里,中山區,臺北市,3.8,141.0,142.0,0.5579999999999999
4063,一江公園,ChIJeQhLLWepQjQRjQS1wLzkEdM,"('park', 'tourist_attraction')",+886 2 2585 0192 ,"[25.0533335, 121.53129320000001]",25.0533335,121.53129320000001,中山區一江街,中吉里,中山區,臺北市,3.9,760.0,762.0,0.542
4064,四平公園,ChIJYYAOWmCpQjQRv1bg8hpcmKg,"('park', 'tourist_attraction')",,"[25.053135100000002, 121.53457209999999]",25.053135100000002,121.53457209999999,中山區伊通街95號公園,中央里,中山區,臺北市,3.8,555.0,556.0,0.531
